"island","site","GenSp","abundance"
"molokai","molokai_01","Technomyrmex albipes",2
"molokai","molokai_01","Mecaphesa velatus",3
"molokai","molokai_01","Thyrocopa subahenea",4
"molokai","molokai_01","Dialeurodes citrifolii",4
"molokai","molokai_01","Isotoma ahiehie",12
"molokai","molokai_01","Campsicnemus bryophilus",6
"molokai","molokai_01","Nysius montivagus",6
"molokai","molokai_01","Odynerus konanus",2
"molokai","molokai_01","Lispocephala ingens",6
"molokai","molokai_01","Carposina punctulata",3
"molokai","molokai_01","Callopistria maillardi",4
"molokai","molokai_01","Chlorococcus straussiae",1
"molokai","molokai_01","Drosophila sulfurigaster bilimbata",2
"molokai","molokai_01","Gonioryctus calvus",6
"molokai","molokai_01","Megachile gentilis",1
"molokai","molokai_01","Scatella hawaiiensis",2
"molokai","molokai_01","Mecyclothorax debilis",7
"molokai","molokai_01","Hoplothrips flavitibia",6
"molokai","molokai_01","Xyletobius gossypii",2
"molokai","molokai_01","Heterocrossa gracillima",1
"molokai","molokai_01","Caryedon serratus",2
"molokai","molokai_01","Nesodynerus frater",1
"molokai","molokai_01","Udea calliastra synastra",5
"molokai","molokai_01","Odynerus frater",4
"molokai","molokai_01","Hyposmocoma unicolor",1
"molokai","molokai_01","Liriomyza sativae",2
"maui","maui_01","Megaselia curtineura",7
"maui","maui_01","Chilocoris pusillus",6
"maui","maui_01","Hawaiioscia parvituberculata",24
"maui","maui_01","Agrotis ypsilon",5
"maui","maui_01","Disorygma pacifica",14
"maui","maui_01","Neseis mauiensis",30
"maui","maui_01","Saissetia oleae",3
"maui","maui_01","Mecyclothorax lahainae",2
"maui","maui_01","Trigonidium hamumu",3
"maui","maui_01","Nesodynerus aprepes",7
"maui","maui_01","Polistes aurifer",11
"maui","maui_01","Nesodynerus erythrostactes",13
"maui","maui_01","Trechus obtusus",16
"maui","maui_01","Blackburnia lucipetens",3
"maui","maui_01","Megopis reflexa",15
"maui","maui_01","Nesiomiris mauiensis",3
"maui","maui_01","Megaselia setaria",5
"maui","maui_01","Swezeyana reticulata",7
"maui","maui_01","Dromaeolus mauiensis",7
"maui","maui_01","Schrankia altivolans",4
"maui","maui_01","Drosophila torula",8
"maui","maui_01","Drosophila paenehamifera",3
"maui","maui_01","Pipunculus vulcanus",11
"maui","maui_01","Drosophila incongruens",1
"maui","maui_01","Ectopsocus richardsi",10
"maui","maui_01","Caccodes oceaniae",17
"maui","maui_01","Orsonwelles falstaffius",7
"maui","maui_01","Trigonidium atroferrugineum",2
"maui","maui_01","Neoscatella hawaiiensis",8
"maui","maui_01","Nesopeplus olindae",2
"maui","maui_01","Heterocrossa atronotata",13
"maui","maui_01","Chrysobothris indica",4
"maui","maui_01","Oxydema fusiforme",4
"maui","maui_01","Disenochus anomalus",1
"maui","maui_01","Coniocompsa zimmermani",11
"maui","maui_01","Cinara atlantica",6
"maui","maui_01","Cephalops titanus",10
"maui","maui_01","Balta similis",13
"maui","maui_01","Drosophila amydrospilota",19
"maui","maui_01","Typhlodromus occidentalis",3
"maui","maui_01","Neoscatella amnica",6
"maui","maui_01","Limonia kauaiensis",6
"maui","maui_01","Nesoprosopis volatilis",3
"maui","maui_01","Oceanides montivagus",14
"maui","maui_01","Scaptomyza setosiloba",7
"maui","maui_01","Entomobrya atrocincta",1
"maui","maui_01","Pipunculus trichostylis",4
"maui","maui_01","Brevipalpus phoenicis",1
"maui","maui_01","Stelidota geminata",5
"maui","maui_01","Heterocrossa trigononotata",2
"maui","maui_01","Mecyclothorax pusillus",2
"maui","maui_01","Drosophila variegata",9
"maui","maui_01","Glyptonysius amicola",2
"maui","maui_01","Horogenes blackburni",9
"maui","maui_01","Procanace constricta",8
"maui","maui_01","Euseius ovalis",3
"maui","maui_01","Agrion deceptor",1
"maui","maui_01","Cyrtopeltis perplexa",9
"maui","maui_01","Deinomimesa haleakalae",12
"maui","maui_01","Peridroma chersotoides",14
"maui","maui_01","Nysius insulivagus",9
"maui","maui_01","Oliarus halehaku",1
"maui","maui_01","Smeringopus elongatus",12
"maui","maui_01","Chrysomphalus aonidum",5
"maui","maui_01","Tetragnatha stelarobusta",10
"maui","maui_01","Kauaiina montgomeryi",7
"maui","maui_01","Cydia walsinghamii",14
"maui","maui_01","Agrion nigrohamatum",22
"maui","maui_01","Xyleborus dubiosus",1
"maui","maui_01","Havaika senicula",2
"maui","maui_01","Platystethus americanus",3
"maui","maui_01","Mecyclothorax insolitus",10
"maui","maui_01","Blackburnia anomala",1
"maui","maui_01","Neanura ili",7
"maui","maui_01","Hypoponera opaciceps",5
"maui","maui_01","Trachyopella nuda",5
"maui","maui_01","Proisotoma nigromaculosa",1
"maui","maui_01","Campsicnemus haleakalaae",8
"maui","maui_01","Hemiberlesia rapax",2
"maui","maui_01","Apulvillus femoralis",11
"maui","maui_01","Cephalops obstipus",1
"maui","maui_01","Plagithmysus sylvai",1
"maui","maui_01","Drosophila orthoptera",20
"maui","maui_01","Tarsonemus unguis",4
"maui","maui_01","Nesiomiris secularis",15
"maui","maui_01","Scymnus vividus (poss jr syn)",16
"maui","maui_01","Hostis guamensis",11
"maui","maui_01","Hyssia niphadopa",8
"maui","maui_01","Phereoeca allutella",4
"maui","maui_01","Holcobius simulans",10
"maui","maui_01","Epiphyas postvittana",1
"maui","maui_01","Drosophila perkinsi",10
"maui","maui_01","Blackburnia agonoides",5
"maui","maui_01","Oliarus euphorbiae",5
"maui","maui_01","Nysius kinbergi",14
"maui","maui_01","Tetragnatha kamakou",2
"maui","maui_01","Lispocephala chaetoloma",4
"maui","maui_01","Acrolepia beardsleyi",1
"maui","maui_01","Scolopendrellopsis subnuda",10
"maui","maui_01","Bembidion advena",18
"maui","maui_01","Thyrocopa megas",6
"maui","maui_01","Macroglossum pyrrhostictum",9
"maui","maui_01","Plagithmysus medeirosi",6
"maui","maui_01","Drosophila waikamoi",9
"maui","maui_01","Euborellia annulipes",9
"maui","maui_01","Iolania mauiensis",4
"maui","maui_01","Ethirothrips brevis",21
"maui","maui_01","Entomobrya mauna",3
"maui","maui_01","Cirphis amblycasis",4
"maui","maui_01","Kilauella psylloides",4
"maui","maui_01","Balclutha kilaueae",1
"maui","maui_01","Lispocephala confluens",10
"maui","maui_01","Aphidius obscuripes",4
"maui","maui_01","Drosophila sodomae",9
"maui","maui_01","Lestodiplosis obtusilobata",21
"maui","maui_01","Xyleborus molokaiensis",11
"maui","maui_01","Hylaeus nivicola",1
"maui","maui_01","Neseis mauiensis pallidipennis",4
"maui","maui_01","Oligonychus mangiferus",16
"maui","maui_01","Psychoda wirthi",4
"maui","maui_01","Hylocrabro tumidoventris",4
"maui","maui_01","Drosophila macrochaetae",7
"maui","maui_01","Diachus auratus",12
"maui","maui_01","Acalles angusticollis",3
"maui","maui_01","Plagithmysus pennatus",6
"maui","maui_01","Nesophrosyne perkinsi",2
"maui","maui_01","Gryllotalpa africana",3
"maui","maui_01","Nesosydne acuta",8
"maui","maui_01","Hyposmocoma obscura",8
"maui","maui_01","Hypodemta bovis",6
"maui","maui_01","Oligota glabra",7
"maui","maui_01","Lispocephala mauiensis",1
"maui","maui_01","Agrotis selenias",7
"maui","maui_01","Scotorythra idolias",2
"maui","maui_01","Hylaeus fuscipennis",7
"maui","maui_01","Mecyclothorax apicalis",1
"maui","maui_01","Atelothrus limbatus concolor",8
"maui","maui_01","Oodemas tardum",20
"maui","maui_01","Holcobius major",1
"maui","maui_01","Sitophilus linearis",5
"maui","maui_01","Peridroma selenias",4
"maui","maui_01","Drosophila echinostoma",13
"maui","maui_01","Cryphalus sylvicola",2
"maui","maui_01","Lispe argenteifacies",12
"maui","maui_01","Mecyclothorax chalcosus",7
"maui","maui_01","Dryophthorus homoeorhynchus",9
"maui","maui_01","Physopleurella mundula",7
"maui","maui_01","Pararrhaptica punctiferana",12
"maui","maui_01","Hyposmocoma progressa",4
"maui","maui_01","Neseis hiloensis approximatus",2
"maui","maui_01","Proterhinus hystrix",5
"maui","maui_01","Eupithecia stypheliae",1
"maui","maui_01","Diplonevra peregrina",4
"maui","maui_01","Antonina graminis",4
"maui","maui_01","Lycophotia saucia",2
"maui","maui_01","Diplazon laetatorius",4
"maui","maui_01","Gonioryctus suavis",2
"maui","maui_01","Xyletobius kirkaldyi",17
"maui","maui_01","Pipunculus juvator melanopodis",2
"maui","maui_01","Opacifrons aequalis",1
"maui","maui_01","Ascalapha odorata",3
"maui","maui_01","Amorbia emigratella",5
"maui","maui_01","Lonchoptera furcata",6
"maui","maui_01","Psychoda quadrifilis",11
"maui","maui_01","Folsomides parvulus",8
"maui","maui_01","Pseudopsectra lobipennis",5
"maui","maui_01","Apetasimus conditus",29
"maui","maui_01","Scaptomyza intricata",1
"maui","maui_01","Mauia satelles",6
"maui","maui_01","Mecaphesa anguliventris",3
"maui","maui_01","Batrachedra bedelliella",8
"maui","maui_01","Latrodectus hesperus",6
"maui","maui_01","Folsomia candida",3
"maui","maui_01","Mesothriscus vagans",2
"maui","maui_01","Lasiochilus denigratus",9
"maui","maui_01","Odynerus konanus",1
"maui","maui_01","Orthotylus kassandropsis",10
"maui","maui_01","Lepidocyrtus kuakea",9
"maui","maui_01","Megalagrion nesiotes",4
"maui","maui_01","Cydia conspicua",19
"maui","maui_01","Machilis heteropus",1
"maui","maui_01","Bactrocera latifrons",4
"maui","maui_01","Omphisa anastomosalis",1
"maui","maui_01","Setomorpha rutella",1
"maui","maui_01","Argiope trifasciata",8
"maui","maui_01","Marietta leopardina",8
"maui","maui_01","Gnathaphanus picipes",2
"maui","maui_01","Bradysia impatiens",4
"maui","maui_01","Sminthurinus quadrimaculatus",3
"maui","maui_01","Entomobrya mauka",4
"maui","maui_01","Coccidoxenoides peregrina",3
"maui","maui_01","Vesiculaphis caricis",4
"maui","maui_01","Hypothenemus eruditus",4
"maui","maui_01","Tricorynus herbarius",2
"maui","maui_01","Laupala molakaiensis",6
"maui","maui_01","Diaspis echinocacti",6
"maui","maui_01","Nesophrosyne cinerea",6
"maui","maui_01","Hyposmocoma mimema",17
"maui","maui_01","Atelothrus longulus",4
"maui","maui_01","Drosophila oreas",1
"maui","maui_01","Carulaspis giffardi",2
"maui","maui_01","Listroderes difficilis",1
"maui","maui_01","Nesodynerus congruus",10
"maui","maui_01","Tetragnatha cuneiventris",4
"maui","maui_01","Sciara hawaiiensis",1
"maui","maui_01","Limnophora arcuata",8
"maui","maui_01","Megalagrion koelense",4
"maui","maui_01","Drosophila hirtitarsus",1
"maui","maui_01","Orfelia hawaiiensis",9
"maui","maui_01","Chrysocharis parksi",3
"maui","maui_01","Trochosa virgata",2
"maui","maui_01","Archips longiplicatus",8
"maui","maui_01","Orthomecyna exigua",3
"maui","maui_01","Aeolothrips nasturtii",9
"maui","maui_01","Cyrtopeltis modesta",2
"maui","maui_01","Blackburnia aaae",5
"maui","maui_01","Typhaea stercorea",1
"maui","maui_01","Dyscritomyia robusta",5
"maui","maui_01","Ilburnia rubescens",7
"maui","maui_01","Mumetopia nigrimana",12
"maui","maui_01","Stephanodes reduvioli",8
"maui","maui_01","Aegosoma reflexum",2
"maui","maui_01","Rhyncogonus vestitus",10
"maui","maui_01","Hyposmocoma petalifera",2
"maui","maui_01","Tylparua hawaiiensis",6
"maui","maui_01","Anarhopus sydneyensis",10
"maui","maui_01","Scaptomyza gilvivirilia",2
"maui","maui_01","Dactylosternum subquadratum",5
"maui","maui_01","Blackburnia kauwa",10
"maui","maui_01","Plagithmysus ilicis ekeanus",1
"maui","maui_01","Haliophyle flavistigma",1
"maui","maui_01","Nesosydne cyathodis",5
"maui","maui_01","Oliarus haleakalae",4
"maui","maui_01","Nesosydne perkinsi",6
"maui","maui_01","Scaptomyza bryanti",7
"maui","maui_01","Spalangia lanaiensis",13
"maui","maui_01","Thyrocopa argentea",2
"maui","maui_01","Dysaphis aucupariae",20
"maui","maui_01","Banza brunnea",20
"maui","maui_01","Aedes albopictus",1
"maui","maui_01","Scaptomyza elmoi",3
"maui","maui_01","Platyura hawaiiensis",2
"maui","maui_01","Dicyrtoma hawaiiensis",2
"maui","maui_01","Hylaeus difficilis",9
"maui","maui_01","Drosophila joycei",5
"maui","maui_01","Nesotocus giffardi",10
"maui","maui_01","Pseudoschrankia leptoxantha",4
"maui","maui_01","Planococcus citri",6
"maui","maui_01","Pedinopsitha finschii",7
"maui","maui_01","Nesosydne painiu",7
"maui","maui_01","Pyroderces rileyi",2
"maui","maui_01","Hyposmocoma auroargentea",2
"maui","maui_01","Nysius blackburni",3
"maui","maui_01","Nesodiranchis nigra",1
"maui","maui_01","Oligota mutanda",1
"maui","maui_01","Drosophila stenoptera",1
"maui","maui_01","Xyleborus vulcanus",24
"maui","maui_01","Sierola mauiensis",2
"maui","maui_01","Mecaphesa junctus",2
"maui","maui_01","Homoeosoma albosparsum",5
"maui","maui_01","Callosobruchus chinensis",5
"maui","maui_01","Prognathogryllus hana",5
"maui","maui_01","Nesothoe laka",5
"maui","maui_01","Micromus subochraceus",6
"maui","maui_01","Mecaphesa oreades",1
"maui","maui_01","Dromaeolus bonvouloiri",4
"maui","maui_01","Leptodictya tabida",5
"maui","maui_01","Pseudobroscus lentus",4
"maui","maui_01","Listroderes costirostris",8
"maui","maui_01","Rhynchephestia rhabdotis",1
"maui","maui_01","Campsicnemus macula",27
"maui","maui_01","Opsius stactogalus",3
"maui","maui_01","Oodemas obscurum",6
"maui","maui_01","Heiroxestis omoscopa",12
"maui","maui_01","Drosophila pohaka",9
"maui","maui_01","Batrachedrodes supercincta",22
"maui","maui_01","Nezara viridula",10
"maui","maui_01","Scotorythra triscia",4
"maui","maui_01","Spissistilus festinus",15
"maui","maui_01","Ploiariodes rubromaculatus",9
"maui","maui_01","Protalebrella brasiliensis",15
"maui","maui_01","Kilauella inaequifusca",11
"maui","maui_01","Forcipomyia ingrami",1
"maui","maui_01","Eucymatoge stypheliae",22
"maui","maui_01","Echidnophaga gallinacea",7
"maui","maui_01","Apterocis montanus",9
"maui","maui_01","Scholastes bimaculatus",3
"maui","maui_01","Lispocephala pectinata",1
"maui","maui_01","Brontolaemus agilis",2
"maui","maui_01","Neosciara molokaiensis",2
"maui","maui_01","Vaga blackburni",7
"maui","maui_01","Lispocephala rudis",4
"maui","maui_01","Phytomyza plantaginis",9
"maui","maui_01","Diestota occidentalis",7
"maui","maui_01","Sciara molokaiensis",1
"maui","maui_01","Procanace confusa",3
"maui","maui_01","Gonioryctus arduus",10
"maui","maui_01","Linognathus vituli",9
"maui","maui_01","Neacoryphus bicrucis",11
"maui","maui_01","Enicospilus kaalae",4
"maui","maui_01","Mirosternus carinatus",4
"maui","maui_01","Dyscritomyia hawaiiensis",13
"maui","maui_01","Curtomerus flavus",4
"maui","maui_01","Eucymatoge staurophragma",15
"maui","maui_01","Prosopeus protinoides",4
"maui","maui_01","Pipunculus delomeris",8
"maui","maui_01","Blackburnia fracta",2
"maui","maui_01","Sarona pusilla",28
"maui","maui_01","Dicranomyia brunnea",23
"maui","maui_01","Trichomyia hawaiiensis",1
"maui","maui_01","Palistreptus montanus",5
"maui","maui_01","Cheumatopsyche analis",23
"maui","maui_01","Eudonia macrophanes",6
"maui","maui_01","Capitophorus braggi",4
"maui","maui_01","Hyposmocoma exaltata",14
"maui","maui_01","Bassus laetatorius",2
"maui","maui_01","Scaptomyza lonchoptera",13
"maui","maui_01","Rhinacloa forticornis",3
"maui","maui_01","Genophantis leahi",1
"maui","maui_01","Hedylepta blackburni",1
"maui","maui_01","Desmometopa tarsalis",1
"maui","maui_01","Odynerus homoeogaster",3
"maui","maui_01","Desmometopa inaurata",9
"maui","maui_01","Proterhinus lecontei",2
"maui","maui_01","Drosophila hamifera",5
"maui","maui_01","Trigonidium waikua",3
"maui","maui_01","Opuna sharpianus",14
"maui","maui_01","Nesoprosopis nivalis",2
"maui","maui_01","Nesocrabro daemonius",13
"maui","maui_01","Tetragnatha trituberculata",5
"maui","maui_01","Sogatella kolophon",2
"maui","maui_01","Supella longipalpa",2
"maui","maui_01","Holcobius haleakalae",3
"maui","maui_01","Cis fuscipes",3
"maui","maui_01","Drosophila makawao",7
"maui","maui_01","Trochosomma versicula",10
"maui","maui_01","Proterhinus arhopalus",9
"maui","maui_01","Dermothrips hawaiiensis",26
"maui","maui_01","Sitotroga cerealella",5
"maui","maui_01","Scaptomyza ostensa",5
"maui","maui_01","Sophonia rufofascia",4
"maui","maui_01","Emoloana eragrosticola",14
"maui","maui_01","Drosophila cilifemorata",7
"maui","maui_01","Bradysia tritici",6
"maui","maui_01","Chloriona kolophon",2
"maui","maui_01","Fornax longicornis",3
"maui","maui_01","Plautia stali",24
"maui","maui_01","Sinella borerae",19
"maui","maui_01","Mestolobes pessias",5
"maui","maui_01","Cydia plicata",1
"maui","maui_01","Scotorythra euryphaea",1
"maui","maui_01","Tyrannochthonius stonei",2
"maui","maui_01","Kelisia sporobolicola",13
"maui","maui_01","Proterhinus sternalioides",1
"maui","maui_01","Dasyhelea platychaeta",5
"maui","maui_01","Leialoha ohiae",3
"maui","maui_01","Ptycta rhina symmetrica",8
"maui","maui_01","Plagithmysus mauiensis",2
"maui","maui_01","Charips brassicae",7
"maui","maui_01","Drosophila gymnobasis",27
"maui","maui_01","Oligota scripta",1
"maui","maui_01","Hyposmocoma suffusella",3
"maui","maui_01","Propsocus pulchripennis",5
"maui","maui_01","Oligotoma saundersii",9
"maui","maui_01","Modicogryllus siamensis",12
"maui","maui_01","Adelencyrtus extranea",5
"maui","maui_01","Pauahiana swezeyi",11
"maui","maui_01","Rhopalosiphum nymphaeae",14
"maui","maui_01","Drosophila varga",1
"maui","maui_01","Limonia kauaiensis haleakalae",2
"maui","maui_01","Campsicnemus viridulus",1
"maui","maui_01","Enarmonia walsinghamii",2
"maui","maui_01","Drosophila neopicta",5
"maui","maui_01","Scaptomyza longipecten",7
"maui","maui_01","Plagithmysus ukulele",1
"maui","maui_01","Sciara spatitergum",6
"maui","maui_01","Gonocephalum adpressiforme",2
"maui","maui_01","Nesosydne argyroxiphii",17
"maui","maui_01","Gronotoma micromorpha",13
"maui","maui_01","Tetragnatha restricta",13
"maui","maui_01","Cyclosa turbinata",2
"maui","maui_01","Sierola vetusta",3
"maui","maui_01","Drosophila diffusa",1
"maui","maui_01","Macaria abydata",7
"maui","maui_01","Drosophila prodita",6
"maui","maui_01","Sierola humilis",3
"maui","maui_01","Carpophilus maculatus",18
"maui","maui_01","Cercyon laminatus",2
"maui","maui_01","Eucalliphora lilaea",5
"maui","maui_01","Rhabdoscelus obscurus",8
"maui","maui_01","Coccus longulus",2
"maui","maui_01","Haematopinus eurystemus",3
"maui","maui_01","Scaptomyza villosa",6
"maui","maui_01","Trigonidium neokukui",6
"maui","maui_01","Nosopsyllus fasciatus",6
"maui","maui_01","Plagithmysus collaris",2
"maui","maui_01","Eucelatoria armigera",31
"maui","maui_01","Agrotis tephrias",18
"maui","maui_01","Ploiariodes whitei",47
"maui","maui_01","Thyrocopa altema",3
"maui","maui_01","Aculops lycopersici",1
"maui","maui_01","Lophoplusia psectrocera",8
"maui","maui_01","Omosita discoidea",10
"maui","maui_01","Udea ephippias",3
"maui","maui_01","Ceratothrips frici",3
"maui","maui_01","Philodoria floscula",1
"maui","maui_01","Metaphycus lounsburyi",15
"maui","maui_01","Cydia storeella",4
"maui","maui_01","Loxosceles rufescens",7
"maui","maui_01","Neseis pallida",6
"maui","maui_01","Chrysopa comanche",2
"maui","maui_01","Trigonidium hoahoa",4
"maui","maui_01","Pison hospes",5
"maui","maui_01","Agrotis arenivolans",5
"maui","maui_01","Blackburnia pilikua",11
"maui","maui_01","Drosophila taeniata",2
"maui","maui_01","Odynerus sandwichensis",4
"maui","maui_01","Drosophila fasciculisetae",3
"maui","maui_01","Saldula intermedia",7
"maui","maui_01","Drosophila scolostoma",15
"maui","maui_01","Scoparia venosa",2
"maui","maui_01","Bavia aericeps",18
"maui","maui_01","Leptogryllus hanaula",3
"maui","maui_01","Keiferia lycopersicella",3
"maui","maui_01","Oripoda prominens",2
"maui","maui_01","Triphleps persequens",4
"maui","maui_01","Engytatus sidae",9
"maui","maui_01","Monomorium pharaonis",3
"maui","maui_01","Telmatogeton fluviatilis",1
"maui","maui_01","Peregrinus maidis",15
"maui","maui_01","Acizzia uncatoides",7
"maui","maui_01","Sepsis biflexuosa",2
"maui","maui_01","Paratrigonidium pacificum",3
"maui","maui_01","Carposina atronotata",6
"maui","maui_01","Enicospilus ferrugineus",4
"maui","maui_01","Laelaps echidnina",9
"maui","maui_01","Scaptomyza totonigra",1
"maui","maui_01","Heliothis zea",15
"maui","maui_01","Blackburnia auana",4
"maui","maui_01","Campsicnemus diamphidius",14
"maui","maui_01","Odynerus laevisulcatus",4
"maui","maui_01","Elasmopalpus lignosellus",5
"maui","maui_01","Homoneura unguiculata",8
"maui","maui_01","Entomobrya kea",1
"maui","maui_01","Blackburnia molokaiensis",16
"maui","maui_01","Palistreptus oligotarsus",4
"maui","maui_01","Batrachedrodes bedelliella",3
"maui","maui_01","Blackburnia kipahulu",11
"maui","maui_01","Schistocerca nitens",9
"maui","maui_01","Phlyctaenia liopis",3
"maui","maui_01","Blackburnia longula",4
"maui","maui_01","Blackburnia cephalotes",1
"maui","maui_01","Campsicnemus perplexus",7
"maui","maui_01","Megalotica holombra",4
"maui","maui_01","Lispocephala longipes",4
"maui","maui_01","Lispocephala aspilota",2
"maui","maui_01","Microbracon terryi",11
"maui","maui_01","Lispocephala argentifrons",10
"maui","maui_01","Caconemobius howarthi",18
"maui","maui_01","Polistes aurifer",2
"maui","maui_01","Proterhinus comes",9
"maui","maui_01","Lepidocyrtus hukulii",27
"maui","maui_01","Neophyllaphis araucariae",4
"maui","maui_01","Lindingaspis rossi",2
"maui","maui_01","Plagithmysus newelli",7
"maui","maui_01","Drosophila hystricosa",4
"maui","maui_01","Echmepteryx madagascariensis",13
"maui","maui_01","Lepidosaphes beckii",2
"maui","maui_01","Hylaeus unicus",11
"maui","maui_01","Stator limbatus",1
"maui","maui_01","Proterhinus maculatus",12
"maui","maui_01","Phaeogramma vittipennis",6
"maui","maui_01","Lycosa hawaiiensis",3
"maui","maui_01","Aulacorthum circurnflexurn",26
"maui","maui_01","Orthomecyna amphilyca",6
"maui","maui_01","Lampides boeticus",4
"maui","maui_01","Anax junius",2
"maui","maui_01","Nesomicromus molokaiensis",15
"maui","maui_01","Acanthia procellaris",1
"maui","maui_01","Nesosydne longipes",4
"maui","maui_01","Megalagrion calliphya",4
"maui","maui_01","Nesosydne rubescens",10
"maui","maui_01","Scaptomyza mitchelli",8
"maui","maui_01","Blackburnia medeirosi",5
"maui","maui_01","Ectemnius mandibularis",4
"maui","maui_01","Cis tabidus",13
"maui","maui_01","Diaspis bromeliae",3
"maui","maui_01","Leptogryllus montgomeri",1
"maui","maui_01","Ptycta simulator",4
"maui","maui_01","Sigmatineurum parenti",1
"maui","maui_01","Nesiomiris kraussi",12
"maui","maui_01","Entomobrya laha",23
"maui","maui_01","Cis chloroticus",1
"maui","maui_01","Drosophila pilatisetae",9
"maui","maui_01","Nesosydne nephrolepidis",9
"maui","maui_01","Nabis tarai",2
"maui","maui_01","Drosophila haleakalae",3
"maui","maui_01","Herpetogramma licarsisalis",6
"maui","maui_01","Dettopsomyia formosa",2
"maui","maui_01","Nesosydne ahinahina",19
"maui","maui_01","Cosmopolites sordidus",3
"maui","maui_01","Megalagrion amaurodytum amaurodytum",12
"maui","maui_01","Musca domestica",6
"maui","maui_01","Campylomma hawaiiensis",2
"maui","maui_01","Mecyclothorax macrops",1
"maui","maui_01","Phanacis taraxaci",14
"maui","maui_01","Eupetinus curtus",2
"maui","maui_01","Hyposmocoma municeps",4
"maui","maui_01","Drosophila orthofascia",2
"maui","maui_01","Ectemnius molokaiensis",22
"maui","maui_01","Lispocephala whittlei",10
"maui","maui_01","Scaptomyza longipecten griseonigra",8
"maui","maui_01","Colpocaccus lanaiensis",4
"maui","maui_01","Udara blackburni",4
"maui","maui_01","Cryptophlebia illepida fulva",1
"maui","maui_01","Bembidion fulgens",4
"maui","maui_01","Tetragnatha hawaiensis",2
"maui","maui_01","Stragania robusta",3
"maui","maui_01","Palistreptus valvulus",3
"maui","maui_01","Enicospilus orbitalis",3
"maui","maui_01","Melipotis indomita",13
"maui","maui_01","Campsicnemus coniculus",33
"maui","maui_01","Acanthia exulans",1
"maui","maui_01","Engytatus modestus",6
"maui","maui_01","Aphaniosoma minuta",17
"maui","maui_01","Alloxysta fuscicornis",3
"maui","maui_01","Trichoplusia ni",9
"maui","maui_01","Orthotylus diospyroides",2
"maui","maui_01","Araecerus fasciculatus",31
"maui","maui_01","Nesomicromus subochraceus",23
"maui","maui_01","Stomoxys calcitrans",4
"maui","maui_01","Hyperomyzus lactucae",19
"maui","maui_01","Scatella cilipes",1
"maui","maui_01","Saldula oahuensis",2
"maui","maui_01","Trigonidium paramana",17
"maui","maui_01","Blackburnia lihau",1
"maui","maui_01","Blackburnia calathiformis",10
"maui","maui_01","Artema mauritiana",1
"maui","maui_01","Cerotrioza bivittata",1
"maui","maui_01","Eristalis tenax",9
"maui","maui_01","Nesotocus newelli",9
"maui","maui_01","Scaptomyza nasalis",8
"maui","maui_01","Copelatus parvulus",3
"maui","maui_01","Dorilas haleakalaae",2
"maui","maui_01","Mecyclothorax interruptus",2
"maui","maui_01","Balta similis",19
"maui","maui_01","Pulex irritans",4
"maui","maui_01","Drosophila hirtipalpus",9
"maui","maui_01","Anomalochrysa fulvescens",16
"maui","maui_01","Lispe metatarsalis",8
"maui","maui_01","Tetragnatha brevignatha",15
"maui","maui_01","Pseudaletia dasuta",4
"maui","maui_01","Lispocephala aquila",15
"maui","maui_01","Leptogryllus waikemoi",13
"maui","maui_01","Lobopterella dimidiatipes",5
"maui","maui_01","Hyposmocoma tigrina",8
"maui","maui_01","Spodoptera exigua",12
"maui","maui_01","Galleria mellonella",13
"maui","maui_01","Pseudococcus swezeyi",3
"maui","maui_01","Nesoprosopis facilis",2
"maui","maui_01","Neoscatella warreni",15
"maui","maui_01","Nysius fucatus",8
"maui","maui_01","Scaptomyza nasalis",13
"maui","maui_01","Nabis kahavalu",2
"maui","maui_01","Protaetia fusca",18
"maui","maui_01","Peripsocus similis",13
"maui","maui_01","Lasioderma serricorne",2
"maui","maui_01","Prognathogryllus kukui",14
"maui","maui_01","Parlatoria ziziphi",3
"maui","maui_01","Odynerus molokaiensis",4
"maui","maui_01","Platynus calathiformis",1
"maui","maui_01","Anax strenuus",10
"maui","maui_01","Blackburnia fulgida",7
"maui","maui_01","Plagithmysus railliardiae",8
"maui","maui_01","Enicospilus melanochromus",5
"maui","maui_01","Trupanea dubautiae",5
"maui","maui_01","Conoderus exsul",11
"maui","maui_01","Hyposmocoma corticicolor",5
"maui","maui_01","Cirphis unipuncta",7
"maui","maui_01","Physiphora clausa",15
"maui","maui_01","Banchogastra vitreipennis",1
"maui","maui_01","Nesosydne cyrtandrae",18
"maui","maui_01","Hystricocnema plinthopyga",15
"maui","maui_01","Oceanaspidiotus araucariae",8
"maui","maui_01","Lispocephala vahda",5
"maui","maui_01","Drosophila inciliata",11
"maui","maui_01","Plagithmysus finschi",9
"maui","maui_01","Prosopeus similis",4
"maui","maui_01","Orgilus swezeyi",5
"maui","maui_01","Blackburnia gracilis",7
"maui","maui_01","Entomobrya socia",1
"maui","maui_01","Campsicnemus chauliopodus",15
"maui","maui_01","Eurynogaster callaina",6
"maui","maui_01","Limonia perkinsi",15
"maui","maui_01","Toxoptera citricida",13
"maui","maui_01","Hylaeus connectens",2
"maui","maui_01","Thyrocopa apatela",1
"maui","maui_01","Megalagrion blackburni",7
"maui","maui_01","Dyscritomyia bryani",2
"maui","maui_01","Sarona beardsleyi",4
"maui","maui_01","Drosophila recticilia",9
